id,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,gap,launched_parsed,deadline_parsed
2093,To Another Place.....,Documentary,Film & Video,USD,2014-01-04,15000.0,2013-11-05 18:24:33,193.0,failed,8,US,193.0,193.0,15000.0,14807.0,2013-11-05 18:24:33,2014-01-04 00:00:00
2094,AZAYA BLUE - Fashion Jewelry and Accessories,Fashion,Fashion,USD,2011-05-01,20000.0,2011-04-01 07:54:52,2835.0,failed,31,US,2835.0,2835.0,20000.0,17165.0,2011-04-01 07:54:52,2011-05-01 00:00:00
2095,For Love of Painting & Drawing Animals in Realism,Painting,Art,USD,2015-05-25,300.0,2015-03-25 23:17:33,322.0,successful,2,US,322.0,322.0,300.0,-22.0,2015-03-25 23:17:33,2015-05-25 00:00:00
2096,Zombie Apocalypse,Digital Art,Art,USD,2014-09-06,9375.0,2014-08-07 01:02:03,4.0,failed,2,US,4.0,4.0,9375.0,9371.0,2014-08-07 01:02:03,2014-09-06 00:00:00
2097,hunt for the elusive kraken,Documentary,Film & Video,AUD,2015-09-16,80000.0,2015-07-18 09:39:16,0.0,failed,0,AU,0.0,0.0,58152.21,80000.0,2015-07-18 09:39:16,2015-09-16 00:00:00
2098,AnytimeHood-A Waterproof Light Weight Nylon Attachable Hood,Accessories,Fashion,USD,2016-10-18,25000.0,2016-08-19 20:41:48,275.0,failed,4,US,250.0,275.0,25000.0,24750.0,2016-08-19 20:41:48,2016-10-18 00:00:00
2099,Reap What You Sow,Shorts,Film & Video,USD,2013-01-08,800.0,2012-12-19 20:37:44,805.0,successful,34,US,805.0,805.0,800.0,-5.0,2012-12-19 20:37:44,2013-01-08 00:00:00
2100,The Cubans,Photobooks,Photography,USD,2015-06-11,19700.0,2015-05-08 16:54:26,22670.0,successful,169,US,22670.0,22670.0,19700.0,-2970.0,2015-05-08 16:54:26,2015-06-11 00:00:00
2101,JAMJAM an ALBUM from Adama Dicko,World Music,Music,USD,2016-11-11,3000.0,2016-09-27 16:06:44,3000.0,successful,28,US,300.0,3000.0,3000.0,2700.0,2016-09-27 16:06:44,2016-11-11 00:00:00
2102,"DOT LIGHT, the most VERSATILE Dock Station ever made..",Product Design,Design,USD,2014-03-17,8500.0,2014-02-03 19:47:33,700.0,canceled,7,US,700.0,700.0,8500.0,7800.0,2014-02-03 19:47:33,2014-03-17 00:00:00
2103,Made meditation fractal resonance chamber from sea shell.,Technology,Technology,USD,2014-09-17,30000.0,2014-08-18 18:27:54,39.0,canceled,4,US,39.0,39.0,30000.0,29961.0,2014-08-18 18:27:54,2014-09-17 00:00:00
2104,"Fulton Chain Craft Brewery, LLC",Drinks,Food,USD,2014-09-14,17500.0,2014-08-15 06:01:57,18345.0,successful,126,US,18345.0,18345.0,17500.0,-845.0,2014-08-15 06:01:57,2014-09-14 00:00:00
2105,Bring Sasquatch to Critical Massive,Public Art,Art,USD,2012-05-24,350.0,2012-05-09 22:03:42,180.0,failed,7,US,180.0,180.0,350.0,170.0,2012-05-09 22:03:42,2012-05-24 00:00:00
2106,Operation Buddy Builder,Crafts,Crafts,USD,2014-11-26,25000.0,2014-10-27 01:44:24,2836.0,failed,39,US,2836.0,2836.0,25000.0,22164.0,2014-10-27 01:44:24,2014-11-26 00:00:00
2107,Trade In Hope: Fighting Child Sex Slavery In America,Documentary,Film & Video,USD,2011-06-18,30000.0,2011-04-19 18:05:17,32355.0,successful,315,US,32355.0,32355.0,30000.0,-2355.0,2011-04-19 18:05:17,2011-06-18 00:00:00
2108,The Tomb of Baalberith,Graphic Novels,Comics,USD,2017-05-20,3000.0,2017-04-20 16:57:51,3186.66,successful,81,US,922.66,3186.66,3000.0,2077.34,2017-04-20 16:57:51,2017-05-20 00:00:00
2109,Fantasy Dices - Perfect Collection for RPG Board Gamers,Tabletop Games,Games,HKD,2018-01-07,30000.0,2017-12-13 21:28:53,14950.0,suspended,59,HK,266.43,1910.74,3834.26,29733.57,2017-12-13 21:28:53,2018-01-07 00:00:00
2110,GALAX,Animation,Film & Video,USD,2013-02-03,15000.0,2013-01-04 23:36:10,2.0,failed,2,US,2.0,2.0,15000.0,14998.0,2013-01-04 23:36:10,2013-02-03 00:00:00
2111,"Matthew Hovenden EP, Singer Songwriter, Pop, Rock.",Pop,Music,GBP,2015-02-07,1250.0,2015-01-17 21:59:54,1448.0,successful,45,GB,2198.59,2226.7,1922.22,-948.5900000000001,2015-01-17 21:59:54,2015-02-07 00:00:00
2112,POOKY Fern Pixie (Canceled),Children's Books,Publishing,GBP,2014-04-26,3400.0,2014-03-11 18:33:46,301.0,canceled,15,GB,503.61,507.97,5737.82,2896.39,2014-03-11 18:33:46,2014-04-26 00:00:00
2113,The Beachnik Trunk by Japhy Surf Co.,Fashion,Fashion,USD,2015-01-03,15000.0,2014-11-19 09:00:24,15083.0,successful,106,US,15083.0,15083.0,15000.0,-83.0,2014-11-19 09:00:24,2015-01-03 00:00:00
2114,Howler's first official music video,Music,Music,USD,2011-06-02,4900.0,2011-03-21 23:41:42,20.0,failed,1,US,20.0,20.0,4900.0,4880.0,2011-03-21 23:41:42,2011-06-02 00:00:00
2115,Wolf Shark - Sticker,Public Art,Art,USD,2013-09-03,135.0,2013-08-06 18:59:15,552.0,successful,38,US,552.0,552.0,135.0,-417.0,2013-08-06 18:59:15,2013-09-03 00:00:00
2116,The Secret History / Ride - Double EP!,Music,Music,USD,2012-03-25,3000.0,2012-02-19 01:52:40,3141.0,successful,55,US,3141.0,3141.0,3000.0,-141.0,2012-02-19 01:52:40,2012-03-25 00:00:00
2117,Billy the Space Junker - The Beginning,Children's Books,Publishing,USD,2017-09-30,2000.0,2017-08-31 21:00:19,1.0,failed,1,US,0.0,1.0,2000.0,2000.0,2017-08-31 21:00:19,2017-09-30 00:00:00
2118,Two Keys,Shorts,Film & Video,USD,2014-03-14,2000.0,2014-02-27 00:09:45,2450.0,successful,39,US,2450.0,2450.0,2000.0,-450.0,2014-02-27 00:09:45,2014-03-14 00:00:00
2119,Bad Internet: Awful People Saying Awful Things,Publishing,Publishing,GBP,2015-01-30,1450.0,2014-12-31 03:05:36,95.0,failed,7,GB,147.91,142.99,2182.42,1302.09,2014-12-31 03:05:36,2015-01-30 00:00:00
2120,Mogics Speaker - Small & Simple Anywhere,Product Design,Design,USD,2015-01-11,12000.0,2014-11-25 10:45:12,17117.0,successful,299,US,17117.0,17117.0,12000.0,-5117.0,2014-11-25 10:45:12,2015-01-11 00:00:00
2121,No Correct Dancers / dance-theater takes on the eye exam,Dance,Dance,USD,2012-10-02,1500.0,2012-09-12 21:29:28,1645.0,successful,28,US,1645.0,1645.0,1500.0,-145.0,2012-09-12 21:29:28,2012-10-02 00:00:00
2122,Homeward Bound Album Production,Faith,Music,GBP,2017-08-08,300.0,2017-07-11 16:10:30,300.0,successful,15,GB,0.0,389.38,389.38,300.0,2017-07-11 16:10:30,2017-08-08 00:00:00
2123,aaron and jane West Coast MUSIC tour,Indie Rock,Music,USD,2011-06-02,2200.0,2011-04-25 08:19:32,571.0,failed,15,US,571.0,571.0,2200.0,1629.0,2011-04-25 08:19:32,2011-06-02 00:00:00
2124,Launch Rooted Self Expression Center,Art,Art,USD,2014-08-01,26700.0,2014-07-01 01:46:34,26868.0,successful,105,US,26868.0,26868.0,26700.0,-168.0,2014-07-01 01:46:34,2014-08-01 00:00:00
2125,Workoutwithtrey,Design,Design,USD,2015-04-30,150000.0,2015-03-31 00:39:05,46.0,failed,2,US,46.0,46.0,150000.0,149954.0,2015-03-31 00:39:05,2015-04-30 00:00:00
2126,Week at a glance Desktop Calendar,Product Design,Design,USD,2012-06-14,125000.0,2012-05-15 10:03:15,448.0,failed,10,US,448.0,448.0,125000.0,124552.0,2012-05-15 10:03:15,2012-06-14 00:00:00
2127,USB Plant Grower & Desk Lamp,Design,Design,USD,2017-06-15,500.0,2017-05-16 05:40:31,1971.0,successful,56,US,240.0,1971.0,500.0,260.0,2017-05-16 05:40:31,2017-06-15 00:00:00
2128,Dare To Dream: The Living Room Tour by Kelsie.Janel,Music,Music,USD,2016-01-12,1500.0,2015-12-13 15:03:08,0.0,,0,"N,0",,0.0,1500.0,,2015-12-13 15:03:08,2016-01-12 00:00:00
2129,Help shed some light on Brady Carothers Photography,Photography,Photography,USD,2015-01-21,3300.0,2014-12-22 19:57:48,285.0,failed,4,US,285.0,285.0,3300.0,3015.0,2014-12-22 19:57:48,2015-01-21 00:00:00
2130,Tylan (from Girlyman) Debut Solo Album: ONE TRUE THING,Country & Folk,Music,USD,2012-09-07,20000.0,2012-08-08 20:13:05,46918.0,successful,760,US,46918.0,46918.0,20000.0,-26918.0,2012-08-08 20:13:05,2012-09-07 00:00:00
2131,Standing in Water Film by Last Pictures/Katherine Emily,Shorts,Film & Video,USD,2010-07-23,2500.0,2010-06-19 04:52:12,2954.0,successful,32,US,2954.0,2954.0,2500.0,-454.0,2010-06-19 04:52:12,2010-07-23 00:00:00
2132,30 Mosques in 30 Days,Mixed Media,Art,USD,2011-07-28,10000.0,2011-06-28 03:59:15,12551.34,successful,118,US,12551.34,12551.34,10000.0,-2551.34,2011-06-28 03:59:15,2011-07-28 00:00:00
2133,The Gluten-Free Girl Flour Blends,Food,Food,USD,2014-10-30,79000.0,2014-09-30 15:07:23,92612.5,successful,1563,US,92612.5,92612.5,79000.0,-13612.5,2014-09-30 15:07:23,2014-10-30 00:00:00
2134,"Apocalypse Prevention, Inc. 2nd Ed (DGS and Savage Worlds)",Tabletop Games,Games,USD,2014-11-07,6000.0,2014-10-03 16:00:04,6641.0,successful,162,US,6641.0,6641.0,6000.0,-641.0,2014-10-03 16:00:04,2014-11-07 00:00:00
2135,"He Said, She Said  -   The Web Series",Webseries,Film & Video,USD,2013-07-28,3500.0,2013-07-03 16:51:21,500.0,failed,4,US,500.0,500.0,3500.0,3000.0,2013-07-03 16:51:21,2013-07-28 00:00:00
2136,The City Of Hope: Sex Trafficking,Webseries,Film & Video,USD,2013-12-28,500.0,2013-12-09 19:30:00,786.0,successful,19,US,786.0,786.0,500.0,-286.0,2013-12-09 19:30:00,2013-12-28 00:00:00
2137,The Clicking Balls Podcast (Canceled),Radio & Podcasts,Publishing,AUD,2014-12-07,460.0,2014-11-17 23:19:24,210.0,canceled,6,AU,183.73,173.65,380.39,276.27,2014-11-17 23:19:24,2014-12-07 00:00:00
2138,The Love Bomb a musical collection by JcFetlock,Music,Music,USD,2015-10-12,2000.0,2015-09-17 19:35:13,2125.0,,0,"N,0",,2125.0,2000.0,,2015-09-17 19:35:13,2015-10-12 00:00:00
2139,"Mix Tape, XXXXX Scorpion + the World's First Hot Pepper CSA",Food,Food,USD,2016-06-06,1600.0,2016-04-22 18:40:47,51225.0,successful,1134,US,51225.0,51225.0,1600.0,-49625.0,2016-04-22 18:40:47,2016-06-06 00:00:00
2140,Asperger's Documentary (Old--new link in description),Documentary,Film & Video,USD,2014-04-02,2000.0,2014-02-11 03:05:33,266.0,failed,16,US,266.0,266.0,2000.0,1734.0,2014-02-11 03:05:33,2014-04-02 00:00:00
2141,JobFynd: The Must Have Super Cool Career Tool!,Apps,Technology,AUD,2014-11-29,50000.0,2014-10-23 10:32:54,126.0,failed,11,AU,110.71,105.49,41862.02,49889.29,2014-10-23 10:32:54,2014-11-29 00:00:00
2142,Where Teachers Come Together To Collaborate And Share,Software,Technology,USD,2013-05-31,10000.0,2013-05-09 19:23:23,50.0,failed,1,US,50.0,50.0,10000.0,9950.0,2013-05-09 19:23:23,2013-05-31 00:00:00
2143,The Complete Guide to Donation Solicitation,Nonfiction,Publishing,USD,2015-07-22,2500.0,2015-06-08 19:39:04,0.0,failed,0,US,0.0,0.0,2500.0,2500.0,2015-06-08 19:39:04,2015-07-22 00:00:00
2144,Recital and CD Recording,Music,Music,USD,2012-11-20,500.0,2012-10-21 16:53:35,15.0,failed,1,US,15.0,15.0,500.0,485.0,2012-10-21 16:53:35,2012-11-20 00:00:00
2145,Modbook Pro X — 15.4 Retina Quad-Core Mac OS X Tablet,Hardware,Technology,USD,2014-09-07,150000.0,2014-07-30 18:57:35,318244.34,successful,331,US,318244.34,318244.34,150000.0,-168244.34000000003,2014-07-30 18:57:35,2014-09-07 00:00:00
2146,Book Wyrms: DRAGON Playing Cards & Field Guide,Playing Cards,Games,USD,2016-07-14,3000.0,2016-06-22 17:56:42,12671.0,successful,250,US,10372.0,12671.0,3000.0,-7372.0,2016-06-22 17:56:42,2016-07-14 00:00:00
2147,'Warlord Sun King': An Eco-Baroque Exhibition,Art,Art,USD,2011-02-16,4000.0,2010-12-18 15:37:30,1593.0,failed,24,US,1593.0,1593.0,4000.0,2407.0,2010-12-18 15:37:30,2011-02-16 00:00:00
2148,Big Jim Brewing Company,Drinks,Food,USD,2015-06-12,100000.0,2015-04-17 18:18:04,100.0,failed,1,US,100.0,100.0,100000.0,99900.0,2015-04-17 18:18:04,2015-06-12 00:00:00
2149,PUPPY LOVE! Blind Box Series,Illustration,Art,USD,2015-11-01,450.0,2015-10-22 14:21:01,141.0,failed,6,US,141.0,141.0,450.0,309.0,2015-10-22 14:21:01,2015-11-01 00:00:00
2150,Sandman Clocks: Charge while you Recharge,Product Design,Design,USD,2015-07-09,42565.0,2015-06-09 17:23:14,11674.0,failed,221,US,11674.0,11674.0,42565.0,30891.0,2015-06-09 17:23:14,2015-07-09 00:00:00
2151,Join Hansu-Tori as we record our new studio album!,Jazz,Music,GBP,2013-11-03,1500.0,2013-10-09 18:34:53,2311.0,successful,43,GB,3716.7,3716.15,2412.04,-2216.7,2013-10-09 18:34:53,2013-11-03 00:00:00
2152,Tales of Tallen (Canceled),Video Games,Games,USD,2013-07-26,50.0,2013-06-26 02:21:36,20.0,canceled,1,US,20.0,20.0,50.0,30.0,2013-06-26 02:21:36,2013-07-26 00:00:00
2153,Free From Hate,Radio & Podcasts,Publishing,USD,2018-02-20,5000.0,2017-12-22 06:58:39,0.0,canceled,0,US,0.0,0.0,5000.0,5000.0,2017-12-22 06:58:39,2018-02-20 00:00:00
2154,Kickstart Inevitable Theatre Company's 2018 Season!,Plays,Theater,USD,2018-01-01,5000.0,2017-11-28 01:52:45,645.0,failed,15,US,0.0,645.0,5000.0,5000.0,2017-11-28 01:52:45,2018-01-01 00:00:00
2155,Chase Gassaway - Certain Circles,Indie Rock,Music,USD,2013-03-19,7000.0,2013-01-18 01:00:36,7281.0,successful,117,US,7281.0,7281.0,7000.0,-281.0,2013-01-18 01:00:36,2013-03-19 00:00:00
2156,The Mighty Child Personal Empowerment-Be Your Possibilities!,Publishing,Publishing,USD,2015-06-30,10000.0,2015-05-02 17:09:41,1595.0,failed,7,US,1595.0,1595.0,10000.0,8405.0,2015-05-02 17:09:41,2015-06-30 00:00:00
2157,Northshore Concert Band brings great wind music to CPS,Classical Music,Music,USD,2014-03-07,3500.0,2014-02-06 23:18:10,5140.0,successful,72,US,5140.0,5140.0,3500.0,-1640.0,2014-02-06 23:18:10,2014-03-07 00:00:00
2158,Pachinko / Plinko game,Video Games,Games,USD,2012-03-26,900.0,2012-02-25 23:05:34,1.0,failed,1,US,1.0,1.0,900.0,899.0,2012-02-25 23:05:34,2012-03-26 00:00:00
2159,Semi-trailer for River City Rhythm Drum and Bugle Corps,Music,Music,USD,2014-10-09,2000.0,2014-09-09 04:05:35,2100.0,,0,"N,0",,2100.0,2000.0,,2014-09-09 04:05:35,2014-10-09 00:00:00
2160,"Dead Western loves to sing, for you and you and you!",Electronic Music,Music,USD,2010-05-31,1500.0,2010-04-11 23:48:30,961.0,failed,21,US,961.0,961.0,1500.0,539.0,2010-04-11 23:48:30,2010-05-31 00:00:00
2161,ARTIST ALLEY TEES,Comics,Comics,USD,2014-04-25,6500.0,2014-03-26 13:47:17,4892.0,failed,46,US,4892.0,4892.0,6500.0,1608.0,2014-03-26 13:47:17,2014-04-25 00:00:00
2162,Craig Dobbins - The View From Here,Music,Music,USD,2015-06-13,9000.0,2015-05-14 02:00:28,9816.0,,0,"N,0",,9816.0,9000.0,,2015-05-14 02:00:28,2015-06-13 00:00:00
2163,Evan Marshalls Clothing and Accessories (Canceled),Fashion,Fashion,USD,2013-07-11,3500.0,2013-06-11 22:03:21,0.0,canceled,0,US,0.0,0.0,3500.0,3500.0,2013-06-11 22:03:21,2013-07-11 00:00:00
2164,Petals and Promises,Shorts,Film & Video,USD,2012-05-15,750.0,2012-05-02 18:17:50,360.0,failed,5,US,360.0,360.0,750.0,390.0,2012-05-02 18:17:50,2012-05-15 00:00:00
2165,There Are Places I'll Remember: The Beatles Early Venues,Nonfiction,Publishing,GBP,2015-09-09,12000.0,2015-08-10 19:33:46,252.0,canceled,10,GB,390.48,388.66,18507.67,11609.52,2015-08-10 19:33:46,2015-09-09 00:00:00
2166,Limited-Edition Silk Scarves from a friend of mine,Accessories,Fashion,EUR,2016-01-17,8000.0,2015-12-18 18:10:07,8358.0,successful,80,FR,9061.94,9033.33,8646.41,-1061.9400000000005,2015-12-18 18:10:07,2016-01-17 00:00:00
2167,TrumpvsTacos',Mobile Games,Games,AUD,2017-01-14,200000.0,2016-11-30 06:36:16,1.0,failed,1,AU,0.0,0.75,150647.79,200000.0,2016-11-30 06:36:16,2017-01-14 00:00:00
2168,The Toolbox - for your favorite dish tools,Product Design,Design,USD,2015-04-23,25000.0,2015-03-09 15:36:53,730.0,failed,18,US,730.0,730.0,25000.0,24270.0,2015-03-09 15:36:53,2015-04-23 00:00:00
2169,FROM FREETOWN,Drama,Film & Video,GBP,2015-03-25,200000.0,2015-02-23 14:09:18,0.0,failed,0,GB,0.0,0.0,297508.37,200000.0,2015-02-23 14:09:18,2015-03-25 00:00:00
2170,Justice Hides Music Video (Canceled),Hip-Hop,Music,USD,2012-05-25,10000.0,2012-04-25 07:04:15,0.0,canceled,0,US,0.0,0.0,10000.0,10000.0,2012-04-25 07:04:15,2012-05-25 00:00:00
2171,Serious Business Collection,Ready-to-wear,Fashion,EUR,2017-10-10,15000.0,2017-09-10 10:46:28,7372.0,failed,39,DE,848.61,8706.33,17715.0,14151.39,2017-09-10 10:46:28,2017-10-10 00:00:00
2172,LEADERS IN HEELS notebooks & journals empowering women,Product Design,Design,AUD,2016-05-12,18700.0,2016-04-03 08:50:18,23104.0,successful,270,AU,17737.11,16829.84,13621.79,962.8899999999994,2016-04-03 08:50:18,2016-05-12 00:00:00
2173,March! The Movie,Documentary,Film & Video,USD,2009-10-07,3000.0,2009-09-01 01:31:54,4321.74,successful,53,US,4321.74,4321.74,3000.0,-1321.7399999999998,2009-09-01 01:31:54,2009-10-07 00:00:00
2174,Pixels of Mercy: Documenting stories of Hope in Africa,Photography,Photography,USD,2011-11-23,18600.0,2011-10-19 18:49:57,2414.0,failed,45,US,2414.0,2414.0,18600.0,16186.0,2011-10-19 18:49:57,2011-11-23 00:00:00
2175,"Kazzoinks,  Letter Shaped Chairs for Kids",Product Design,Design,USD,2011-08-21,10000.0,2011-07-22 08:24:10,630.0,failed,5,US,630.0,630.0,10000.0,9370.0,2011-07-22 08:24:10,2011-08-21 00:00:00
2176,Football Hero - Soccer Manager Game Online,Live Games,Games,EUR,2017-12-08,2000.0,2017-11-08 00:16:28,10.0,failed,2,IT,0.0,11.74,2348.41,2000.0,2017-11-08 00:16:28,2017-12-08 00:00:00
2177,Manga Big Bang! Prototype,Graphic Novels,Comics,GBP,2016-08-26,2598.0,2016-07-27 11:49:50,3259.24,successful,47,GB,341.69,4306.27,3432.6,2256.31,2016-07-27 11:49:50,2016-08-26 00:00:00
2178,Southwest Stories - Season 3: Route 66 Through the Mojave,Documentary,Film & Video,USD,2017-02-12,50000.0,2016-12-15 00:11:19,1419.0,canceled,10,US,1000.0,1419.0,50000.0,49000.0,2016-12-15 00:11:19,2017-02-12 00:00:00
2179,"The Black Population Portrayed,-Document Netherlands",People,Photography,EUR,2015-05-01,30000.0,2015-04-01 11:01:37,100.0,failed,1,NL,108.26,112.21,33662.86,29891.74,2015-04-01 11:01:37,2015-05-01 00:00:00
2180,Help The WhirlyGigs get Kick-start-ed!,Kids,Music,USD,2014-07-30,6500.0,2014-06-23 04:08:01,6627.0,successful,106,US,6627.0,6627.0,6500.0,-127.0,2014-06-23 04:08:01,2014-07-30 00:00:00
2181,The HealthCure Show (Canceled),Web,Journalism,USD,2015-11-30,6700.0,2015-11-02 21:35:15,225.0,canceled,4,US,225.0,225.0,6700.0,6475.0,2015-11-02 21:35:15,2015-11-30 00:00:00
2182,Unbiased: The Truth about the Healing Arts on Wikipedia,Nonfiction,Publishing,USD,2015-05-06,67100.0,2015-04-06 22:12:08,8588.0,canceled,241,US,8588.0,8588.0,67100.0,58512.0,2015-04-06 22:12:08,2015-05-06 00:00:00
2183,BrBa Elixirs -A soda collection for Breaking Bad fans,Drinks,Food,USD,2015-03-07,15000.0,2015-02-05 20:49:52,1.0,failed,1,US,1.0,1.0,15000.0,14999.0,2015-02-05 20:49:52,2015-03-07 00:00:00
2184,HiDo - The Newest way to hide....,Design,Design,EUR,2016-04-16,10000.0,2016-03-17 09:13:48,188.1,failed,3,IT,208.88,211.86,11263.04,9791.12,2016-03-17 09:13:48,2016-04-16 00:00:00
2185,Worn Pride: Patriotic American Made T-shirts,Graphic Design,Design,USD,2013-05-11,440.0,2013-04-11 01:08:13,841.0,successful,22,US,841.0,841.0,440.0,-401.0,2013-04-11 01:08:13,2013-05-11 00:00:00
2186,Sound Like Silence,Drama,Film & Video,USD,2015-08-12,500.0,2015-07-13 02:01:06,575.0,successful,15,US,575.0,575.0,500.0,-75.0,2015-07-13 02:01:06,2015-08-12 00:00:00
2187,"Dawah Documentary, Volume 1",Documentary,Film & Video,USD,2012-12-21,48000.0,2012-11-21 03:43:11,10883.5,failed,138,US,10883.5,10883.5,48000.0,37116.5,2012-11-21 03:43:11,2012-12-21 00:00:00
2188,Animation: Share a dream called Loneliness (Canceled),Animation,Film & Video,USD,2011-04-01,2000.0,2011-01-18 20:32:32,191.0,canceled,7,US,191.0,191.0,2000.0,1809.0,2011-01-18 20:32:32,2011-04-01 00:00:00
2189,TagMeADate.Com,Interactive Design,Design,USD,2015-02-01,15000.0,2015-01-02 16:05:48,176.0,failed,7,US,176.0,176.0,15000.0,14824.0,2015-01-02 16:05:48,2015-02-01 00:00:00
2190,Precision Machined Metal Role Playing Game (RPG) Dice -,Tabletop Games,Games,USD,2013-04-07,13500.0,2013-03-08 00:54:46,17968.0,successful,218,US,17968.0,17968.0,13500.0,-4468.0,2013-03-08 00:54:46,2013-04-07 00:00:00
2191,"Charlotte's Cat Cafe - Mac Tabby, LLC",Events,Food,USD,2017-09-30,20000.0,2017-08-31 16:42:58,21110.0,successful,299,US,4245.0,21110.0,20000.0,15755.0,2017-08-31 16:42:58,2017-09-30 00:00:00
2192,Arcano MIDI Controller Board,Sound,Technology,USD,2016-06-22,1000.0,2016-05-31 10:56:47,1298.0,successful,17,US,1298.0,1298.0,1000.0,-298.0,2016-05-31 10:56:47,2016-06-22 00:00:00
2193,Shoshana Bean's sophomore album,Music,Music,USD,2012-07-17,16000.0,2012-06-12 02:05:27,28700.0,successful,433,US,28700.0,28700.0,16000.0,-12700.0,2012-06-12 02:05:27,2012-07-17 00:00:00
2194,The kidcade is the next big thing in the home entertainment,Video Games,Games,USD,2014-07-23,10000.0,2014-06-23 22:40:24,0.0,failed,0,US,0.0,0.0,10000.0,10000.0,2014-06-23 22:40:24,2014-07-23 00:00:00
2195,Sidney Tailor: New 10 song Album,Pop,Music,USD,2012-08-10,50000.0,2012-06-21 01:33:43,440.0,failed,5,US,440.0,440.0,50000.0,49560.0,2012-06-21 01:33:43,2012-08-10 00:00:00
2196,'Falling' - the extraordinary debut EP by Shona Lowe,Music,Music,GBP,2013-07-28,3000.0,2013-06-28 01:52:07,287.0,failed,13,GB,442.39,434.87,4545.73,2557.61,2013-06-28 01:52:07,2013-07-28 00:00:00
2197,HEADBANGER LURE T1,Design,Design,SEK,2015-05-18,150000.0,2015-03-19 16:51:20,25450.0,failed,75,SE,2935.24,3072.41,18108.51,147064.76,2015-03-19 16:51:20,2015-05-18 00:00:00
2198,Star Trek Cast Portraits Kickstarter Exhibition & Book,Photography,Photography,GBP,2016-03-09,1000.0,2016-02-08 16:49:09,1338.0,successful,15,GB,1940.39,1912.3,1429.22,-940.3900000000001,2016-02-08 16:49:09,2016-03-09 00:00:00
2199,PURGE: PAST UNSPOKEN - Book One Graphic Novel (Canceled),Graphic Novels,Comics,USD,2015-10-07,15350.0,2015-08-10 17:10:23,3274.0,canceled,103,US,3274.0,3274.0,15350.0,12076.0,2015-08-10 17:10:23,2015-10-07 00:00:00
2200,Looking For Leo,Documentary,Film & Video,GBP,2017-06-01,23000.0,2017-05-02 19:50:13,23331.0,successful,112,GB,903.87,29988.43,29562.98,22096.13,2017-05-02 19:50:13,2017-06-01 00:00:00
2201,Help Country Artist Casi Joy Record a Nashville EP,Country & Folk,Music,USD,2015-05-01,15000.0,2015-04-01 00:47:54,15328.0,successful,89,US,15328.0,15328.0,15000.0,-328.0,2015-04-01 00:47:54,2015-05-01 00:00:00
2202,"Pass The Panda - Album Release , Hype and Promotion",Music,Music,NOK,2017-09-10,3000.0,2017-08-06 03:14:10,0.0,failed,0,NO,0.0,0.0,384.46,3000.0,2017-08-06 03:14:10,2017-09-10 00:00:00
2203,ILLUMINATI - THE MOVIE,Horror,Film & Video,USD,2016-11-19,28000.0,2016-10-25 18:16:09,1436.0,failed,5,US,1425.0,1436.0,28000.0,26575.0,2016-10-25 18:16:09,2016-11-19 00:00:00
2204,The Britney's dancer project,Documentary,Film & Video,SEK,2017-08-29,60000.0,2017-06-30 17:31:47,5.0,failed,1,SE,0.0,0.63,7546.03,60000.0,2017-06-30 17:31:47,2017-08-29 00:00:00
2205,LARPE DIEM (Canceled),Comedy,Film & Video,USD,2014-08-06,7500.0,2014-07-07 22:52:44,657.0,canceled,14,US,657.0,657.0,7500.0,6843.0,2014-07-07 22:52:44,2014-08-06 00:00:00
2206,eXceptional- New author J.S. Pray breaks new ground.  .,Fiction,Publishing,USD,2014-10-18,55000.0,2014-09-18 22:43:01,205.0,canceled,2,US,205.0,205.0,55000.0,54795.0,2014-09-18 22:43:01,2014-10-18 00:00:00
2207,A Bored God's Wrath - A Novel,Fiction,Publishing,USD,2012-06-03,20000.0,2012-05-04 18:06:41,110.0,failed,4,US,110.0,110.0,20000.0,19890.0,2012-05-04 18:06:41,2012-06-03 00:00:00
2208,USB PlasmaTrim: Controllable LED Accent Lighting,Technology,Technology,USD,2012-03-13,20000.0,2012-01-28 10:09:36,30492.0,successful,315,US,30492.0,30492.0,20000.0,-10492.0,2012-01-28 10:09:36,2012-03-13 00:00:00
2209,Pathway to Utopia,Nonfiction,Publishing,GBP,2013-04-14,7990.0,2013-03-21 21:14:16,23.0,failed,1,GB,34.71,35.3,12264.57,7955.29,2013-03-21 21:14:16,2013-04-14 00:00:00
2210,Days End Feature Film,Action,Film & Video,USD,2016-08-18,500000.0,2016-07-19 04:00:55,10.0,failed,6,US,0.0,10.0,500000.0,500000.0,2016-07-19 04:00:55,2016-08-18 00:00:00
2211,Champagne and Sparkling Wine magazine and Web Portal.,Print,Journalism,GBP,2015-03-11,10000.0,2015-02-09 19:31:35,0.0,failed,0,GB,0.0,0.0,14780.87,10000.0,2015-02-09 19:31:35,2015-03-11 00:00:00
2212,Sheila Gordhan,Music,Music,GBP,2015-07-15,21750.0,2015-06-15 15:54:35,850.0,failed,2,GB,1322.75,1325.45,33916.01,20427.25,2015-06-15 15:54:35,2015-07-15 00:00:00
